customer_id,last_purchase,frequency,monetary,avg_order_value,total_quantity,first_purchase,n_categories,country,customer_segment,recency,customer_lifespan_days,purchase_frequency_rate,log_monetary,log_frequency,log_avg_order,churned,country_enc,segment_enc
C00059,2024-12-25,9,2193000.0,243666.66666666666,18,2023-01-29,5,Singapore,Regular,6,696,0.3879310344827586,14.600781483396274,2.302585092994046,12.403560554022553,0,5,2
C00060,2024-12-28,16,44823200.0,2801450.0,28,2023-01-19,6,Indonesia,Premium,3,709,0.6770098730606489,17.61823644279621,2.833213344056216,14.845648055204494,0,1,1
C00061,2024-11-08,11,1256200.0,114200.0,14,2023-01-22,5,Australia,Budget,53,656,0.5030487804878049,14.043602645053685,2.4849066497880004,11.645715332733134,0,0,0
C00062,2024-11-24,7,686300.0,98042.85714285714,14,2023-01-24,3,Indonesia,Budget,37,670,0.31343283582089554,13.4390715859844,2.0794415416798357,11.493170179410553,0,1,0
C00063,2024-10-21,10,652700.0,65270.0,15,2023-02-02,5,Australia,Budget,71,627,0.47846889952153115,13.388874416719576,2.3978952727983707,11.086303112486313,0,0,0
C00064,2024-12-11,14,2910400.0,207885.7142857143,25,2023-01-24,6,Vietnam,Regular,20,687,0.6113537117903931,14.883801430341318,2.70805020110221,12.244748567454515,0,7,2
C00065,2024-09-04,10,6061900.0,606190.0,25,2023-01-18,5,Australia,Regular,118,595,0.5042016806722689,15.617534005222716,2.3978952727983707,13.314950396910342,1,0,2
C00066,2024-12-02,11,644700.0,58609.09090909091,19,2023-07-20,7,Singapore,Budget,29,501,0.6586826347305389,13.37654192240655,2.4849066497880004,10.978662160554256,0,5,0
C00067,2024-09-27,16,2524900.0,157806.25,35,2023-01-09,7,Vietnam,Budget,95,627,0.7655502392344498,14.741712412002155,2.833213344056216,11.969129630571713,1,7,0
C00068,2024-07-25,9,7205000.0,800555.5555555555,21,2023-02-19,4,Indonesia,Regular,159,522,0.5172413793103449,15.790285926208256,2.302585092994046,13.593062459211307,1,1,2
C00069,2024-10-27,16,1936800.0,121050.0,29,2023-02-08,6,Vietnam,Budget,65,627,0.7655502392344498,14.476548200921425,2.833213344056216,11.703967223381236,0,7,0
C00070,2024-12-06,15,8475700.0,565046.6666666666,32,2023-02-10,7,Philippines,Regular,25,665,0.6766917293233082,15.952713921674492,2.772588722239781,13.244665372351696,0,4,2
C00071,2024-10-09,10,3702400.0,370240.0,18,2023-01-21,5,Vietnam,Regular,83,627,0.47846889952153115,15.12449208607653,2.3978952727983707,12.821909423934535,0,7,2
C00072,2024-12-15,12,13445900.0,1120491.6666666667,14,2023-04-06,6,Singapore,Premium,16,619,0.5815831987075929,16.414184859199544,2.5649493574615367,13.929279027504395,0,5,1
C00073,2024-12-16,15,3002700.0,200180.0,29,2023-01-30,8,Indonesia,Regular,15,686,0.6559766763848396,14.915022774908767,2.772588722239781,12.206977236264578,0,1,2
C00074,2024-12-29,24,6556200.0,273175.0,53,2023-01-23,7,Philippines,Regular,2,706,1.019830028328612,15.695921877314259,3.2188758248682006,12.517871555089334,0,4,2
C00075,2024-07-23,7,2582900.0,368985.71428571426,9,2023-05-31,4,Thailand,Regular,161,419,0.5011933174224343,14.764423743817327,2.0794415416798357,12.818515917728721,1,6,2
C00076,2024-11-27,11,4455400.0,405036.36363636365,18,2023-01-01,5,Indonesia,Regular,34,696,0.47413793103448276,15.309627626059624,2.4849066497880004,12.91173459772562,0,1,2
C00077,2024-10-06,18,2074700.0,115261.11111111111,34,2023-01-04,4,Thailand,Budget,86,641,0.8424336973478939,14.545327604878512,2.9444389791664403,11.65496404090058,0,6,0
C00078,2024-11-02,14,7408200.0,529157.1428571428,32,2023-01-07,5,Philippines,Regular,59,665,0.631578947368421,15.818098187769438,2.70805020110221,13.179042612964638,0,4,2
C00079,2024-10-07,14,1462500.0,104464.28571428571,18,2023-02-02,6,Indonesia,Budget,85,613,0.6851549755301795,14.195658541848598,2.70805020110221,11.556610101076645,0,1,0
C00080,2024-10-27,11,16406600.0,1491509.0909090908,27,2023-02-06,6,Malaysia,Premium,65,629,0.5246422893481717,16.613194311813032,2.4849066497880004,14.215299648525244,0,3,1
C00081,2024-08-16,14,1329900.0,94992.85714285714,18,2023-04-01,7,Malaysia,Budget,137,503,0.8349900596421471,14.100615061337209,2.70805020110221,11.461567506837888,1,3,0
C00082,2024-12-23,14,1454700.0,103907.14285714286,24,2023-01-23,6,Australia,Budget,8,700,0.6,14.190310939188278,2.70805020110221,11.551262546077437,0,0,0
C00083,2024-11-18,13,2919500.0,224576.92307692306,15,2023-01-17,5,Malaysia,Regular,43,671,0.5812220566318926,14.886923269230076,2.6390573296152584,12.321978022051542,0,3,2
C00084,2024-12-03,13,7617700.0,585976.9230769231,19,2023-06-06,6,Indonesia,Premium,28,546,0.7142857142857143,15.84598517610366,2.6390573296152584,13.281037393919304,0,1,1
C00085,2024-07-26,12,1092400.0,91033.33333333333,21,2023-04-20,8,Vietnam,Budget,158,463,0.7775377969762419,13.903888583996867,2.5649493574615367,11.418992003720536,1,7,0
C00086,2024-11-14,16,3533000.0,220812.5,26,2023-01-21,6,Malaysia,Regular,47,663,0.7239819004524887,15.077658209386813,2.833213344056216,12.305073732820372,0,3,2
C00087,2024-06-12,8,5305900.0,663237.5,15,2023-02-01,4,Indonesia,Regular,202,497,0.482897384305835,15.484330155382878,2.1972245773362196,13.404889932988,1,1,2
C00088,2024-12-10,13,4893700.0,376438.46153846156,20,2023-02-12,7,Indonesia,Regular,21,667,0.5847076461769115,15.40345942589973,2.6390573296152584,12.838512520567019,0,1,2
C00089,2024-05-20,8,2972900.0,371612.5,8,2023-01-12,4,Singapore,Premium,225,494,0.4858299595141701,14.905048801728512,2.1972245773362196,12.82560961464836,1,5,1
C00090,2024-12-01,10,13347300.0,1334730.0,32,2023-02-18,7,Indonesia,Regular,30,652,0.460122699386503,16.40682475008632,2.3978952727983707,14.104240331385672,0,1,2
C00091,2024-12-27,18,6446400.0,358133.3333333333,27,2023-01-12,7,Indonesia,Regular,4,715,0.7552447552447553,15.67903254854455,2.9444389791664403,12.7886634277753,0,1,2
C00092,2024-12-05,20,13790700.0,689535.0,36,2023-03-30,5,Australia,Regular,26,616,0.9740259740259739,16.43950508241512,3.044522437723423,13.443774186600152,0,0,2
C00093,2024-11-18,11,10942000.0,994727.2727272727,24,2023-10-05,6,Indonesia,Premium,43,410,0.8048780487804879,16.208119244996876,2.4849066497880004,13.810224886107708,0,1,1
C00094,2024-10-31,13,2328700.0,179130.76923076922,22,2023-02-06,6,Indonesia,Regular,61,633,0.6161137440758293,14.660821159345376,2.6390573296152584,12.095876954958056,0,1,2
C00095,2024-11-04,7,12560400.0,1794342.857142857,7,2023-03-25,4,Philippines,Premium,57,590,0.3559322033898305,16.34605964524627,2.0794415416798357,14.400149973882598,0,4,1
C00096,2024-09-11,10,3494400.0,349440.0,13,2023-02-08,5,Indonesia,Regular,111,581,0.5163511187607573,15.06667253126479,2.3978952727983707,12.764090013816139,1,1,2
C00097,2024-10-04,15,1395900.0,93060.0,35,2023-01-27,5,Thailand,Budget,88,616,0.7305194805194805,14.149050642884289,2.772588722239781,11.44101047109633,0,6,0
C00098,2024-09-21,12,1777200.0,148100.0,18,2023-01-23,5,Thailand,Budget,101,607,0.5930807248764415,14.390550212726604,2.5649493574615367,11.905649752427557,1,6,0
C00099,2024-09-27,14,1026800.0,73342.85714285714,21,2023-02-09,7,Indonesia,Budget,95,596,0.7046979865771812,13.841958701878141,2.70805020110221,11.202914032863823,1,1,0
C00100,2024-12-24,17,15714500.0,924382.3529411765,48,2023-02-07,6,Vietnam,Regular,7,686,0.7434402332361516,16.570094474607533,2.8903717578961645,13.736882148718667,0,7,2
C00101,2024-12-30,13,1489400.0,114569.23076923077,26,2023-02-18,5,Indonesia,Budget,1,681,0.5726872246696035,14.213884583669763,2.6390573296152584,11.648943283106039,0,1,0
C00102,2024-11-22,13,1263900.0,97223.07692307692,24,2023-06-13,6,Indonesia,Budget,39,528,0.7386363636363635,14.04971352783674,2.6390573296152584,11.484773664744647,0,1,0
C00103,2024-10-31,11,14098100.0,1281645.4545454546,19,2023-01-13,6,Vietnam,Premium,61,657,0.5022831050228311,16.46155066542705,2.4849066497880004,14.06365610194382,0,7,1
C00104,2024-07-16,10,11014000.0,1101400.0,32,2023-02-22,4,Australia,Regular,168,510,0.5882352941176471,16.214677839598096,2.3978952727983707,13.912093563745461,1,0,2
C00105,2024-11-17,16,13015900.0,813493.75,37,2023-02-27,6,Indonesia,Regular,44,629,0.7631160572337043,16.38168232182873,2.833213344056216,13.60909475202483,0,1,2
C00106,2024-12-19,13,586600.0,45123.07692307692,22,2023-04-01,6,Philippines,Budget,12,628,0.6210191082802548,13.282100140263209,2.6390573296152584,10.71717123942766,0,4,0
C00107,2024-12-30,12,7070900.0,589241.6666666666,27,2023-02-22,4,Indonesia,Regular,1,677,0.5317577548005908,15.771498469639829,2.5649493574615367,13.286593375522237,0,1,2
C00108,2024-10-26,16,25227300.0,1576706.25,45,2023-01-19,6,Indonesia,Premium,66,646,0.7430340557275541,17.043437339072486,2.833213344056216,14.270849211426455,0,1,1
C00109,2024-10-05,13,7466600.0,574353.8461538461,19,2023-03-09,6,Singapore,Premium,87,576,0.6770833333333334,15.825950433475628,2.6390573296152584,13.261002683169792,0,5,1
C00110,2024-10-19,20,2682000.0,134100.0,39,2023-04-11,7,Indonesia,Budget,73,557,1.0771992818671454,14.80207371567977,3.044522437723423,11.806348526363516,0,1,0
C00111,2024-11-18,19,2040100.0,107373.68421052632,43,2023-03-02,7,Indonesia,Budget,43,627,0.9090909090909092,14.52850987439875,2.995732273553991,11.584079718285968,0,1,0
C00112,2024-12-06,21,3110100.0,148100.0,31,2023-01-05,6,Philippines,Budget,25,701,0.8987161198288159,14.95016575951233,3.091042453358316,11.905649752427557,0,4,0
C00113,2024-10-07,15,70329700.0,4688646.666666667,40,2023-03-19,6,Indonesia,Premium,85,568,0.7922535211267605,18.06870475688884,2.772588722239781,15.360654754849026,0,1,1
C00114,2024-03-17,7,233200.0,33314.28571428572,8,2023-01-01,5,Malaysia,Budget,289,441,0.4761904761904762,12.359656021613945,2.0794415416798357,10.413771601105314,1,3,0
C00115,2024-09-14,13,3107900.0,239069.23076923078,34,2023-02-01,5,Indonesia,Regular,108,591,0.6598984771573604,14.949458136680494,2.6390573296152584,12.384512640338356,1,1,2
C00116,2024-10-05,11,3627100.0,329736.36363636365,14,2023-02-25,6,Indonesia,Regular,87,588,0.5612244897959183,15.103944264582593,2.4849066497880004,12.70605174880318,0,1,2
C00117,2024-12-19,11,3913900.0,355809.0909090909,20,2023-01-14,7,Australia,Regular,12,705,0.46808510638297873,15.180045132801197,2.4849066497880004,12.782152414995206,0,0,2
C00118,2024-12-03,7,383800.0,54828.57142857143,19,2023-04-17,4,Indonesia,Budget,28,596,0.3523489932885906,12.857879468076053,2.0794415416798357,10.911984952000072,0,1,0
C00119,2024-07-30,6,1368200.0,228033.33333333334,17,2023-02-26,4,Indonesia,Budget,154,520,0.3461538461538462,14.129007296196065,1.9459101490553132,12.337251481395148,1,1,0
C00120,2024-10-28,13,12471300.0,959330.7692307692,30,2023-01-08,7,Indonesia,Regular,64,659,0.5918057663125948,16.338940642607124,2.6390573296152584,13.77399224735428,0,1,2
C00121,2024-08-13,8,2647400.0,330925.0,12,2023-06-05,6,Singapore,Regular,140,435,0.5517241379310345,14.78908896199083,2.1972245773362196,12.709650064410148,1,5,2
C00122,2024-12-28,17,1095500.0,64441.17647058824,41,2023-02-17,8,Singapore,Budget,3,680,0.75,13.906722350842436,2.8903717578961645,11.073523611869337,0,5,0
C00123,2024-10-29,20,2158800.0,107940.0,40,2023-01-21,7,Australia,Budget,63,647,0.9273570324574961,14.585063532946824,3.044522437723423,11.589340060535871,0,0,0
C00124,2024-09-24,14,24760200.0,1768585.7142857143,26,2023-01-04,5,Indonesia,Premium,98,629,0.6677265500794913,17.024748123679867,2.70805020110221,14.385691319100596,1,1,1
C00125,2024-10-30,13,47884000.0,3683384.6153846155,25,2023-03-05,6,Singapore,Premium,62,605,0.6446280991735537,17.6842919982372,2.6390573296152584,15.119342891381256,0,5,1
C00126,2024-12-23,16,5740300.0,358768.75,29,2023-01-10,5,Thailand,Regular,8,713,0.6732117812061711,15.563022205945261,2.833213344056216,12.790436096805456,0,6,2
C00127,2024-11-30,12,45386700.0,3782225.0,29,2023-02-26,4,Thailand,Premium,31,643,0.5598755832037325,17.630729690583927,2.5649493574615367,15.145823283157641,0,6,1
C00128,2024-11-08,15,2432600.0,162173.33333333334,36,2023-01-26,5,Australia,Budget,53,652,0.6901840490797546,14.704471613249181,2.772588722239781,11.996427167287132,0,0,0
C00129,2024-11-26,15,662400.0,44160.0,25,2023-01-31,6,Australia,Budget,35,665,0.6766917293233082,13.403626391713884,2.772588722239781,10.69559732562212,0,0,0
C00130,2024-10-18,11,1582800.0,143890.9090909091,17,2023-01-27,4,Indonesia,Budget,74,630,0.5238095238095238,14.274706620284968,2.4849066497880004,11.876817665380262,0,1,0
C00131,2024-11-25,16,11945200.0,746575.0,29,2023-01-28,4,Singapore,Regular,36,667,0.7196401799100449,16.295840165724794,2.833213344056216,13.523252699218638,0,5,2
C00132,2024-10-31,12,4987700.0,415641.6666666667,21,2023-06-30,5,Philippines,Regular,61,489,0.7361963190184049,15.422485640120081,2.5649493574615367,12.937581195754554,0,4,2
C00133,2024-12-18,11,1486200.0,135109.0909090909,20,2023-01-06,5,Indonesia,Budget,13,712,0.4634831460674157,14.21173375756223,2.4849066497880004,11.813845213306202,0,1,0
C00134,2024-12-15,12,10481400.0,873450.0,30,2023-01-10,6,Japan,Regular,16,705,0.5106382978723404,16.165112911128475,2.5649493574615367,13.680207310817945,0,2,2
C00135,2024-11-24,17,5653700.0,332570.5882352941,30,2023-01-06,6,Philippines,Regular,37,688,0.7412790697674418,15.547820932922571,2.8903717578961645,12.714610418866979,0,4,2
C00136,2024-12-11,11,4830500.0,439136.36363636365,32,2023-03-01,4,Australia,Regular,20,651,0.5069124423963134,15.390460746957586,2.4849066497880004,12.992567544335715,0,0,2
C00137,2024-11-13,13,4121000.0,317000.0,29,2023-01-06,6,Singapore,Regular,48,677,0.5760709010339734,15.231606652980474,2.6390573296152584,12.666660207428574,0,5,2
C00138,2024-11-18,9,1063600.0,118177.77777777778,20,2023-01-04,6,Malaysia,Budget,43,684,0.39473684210526316,13.877170878553644,2.302585092994046,11.679953822806736,0,3,0
C00139,2024-10-20,6,3356400.0,559400.0,9,2023-04-29,5,Singapore,Regular,72,540,0.3333333333333333,15.026379826916274,1.9459101490553132,13.234621847378001,0,5,2
C00140,2024-12-29,16,69992200.0,4374512.5,45,2023-03-02,7,Indonesia,Premium,2,668,0.718562874251497,18.063894379520885,2.833213344056216,15.291305871590673,0,1,1
C00141,2024-12-05,20,5048400.0,252420.0,41,2023-01-24,6,Thailand,Regular,26,681,0.881057268722467,15.434582117449153,3.044522437723423,12.438853607455991,0,6,2
C00142,2024-12-15,13,7554600.0,581123.0769230769,40,2023-01-25,6,Indonesia,Regular,16,690,0.5652173913043478,15.83766733958752,2.6390573296152584,13.272719570560696,0,1,2
C00143,2024-11-10,6,3774600.0,629100.0,15,2023-08-16,4,Vietnam,Regular,51,452,0.39823008849557523,15.143805239714876,1.9459101490553132,13.352047095129263,0,7,2
C00144,2024-09-08,11,8033400.0,730309.0909090909,22,2023-05-21,5,Indonesia,Regular,114,476,0.6932773109243697,15.899118532993812,2.4849066497880004,13.501224504997461,1,1,2
C00145,2024-10-17,12,1613800.0,134483.33333333334,26,2023-01-12,6,Indonesia,Budget,75,644,0.5590062111801243,14.294102824051823,2.5649493574615367,11.809202990446556,0,1,0
C00146,2023-12-26,9,833500.0,92611.11111111111,16,2023-01-10,4,Malaysia,Budget,371,350,0.7714285714285715,13.633390180932315,2.302585092994046,11.436175201618902,1,3,0
C00147,2024-08-14,16,3534100.0,220881.25,33,2023-02-02,5,Singapore,Regular,139,559,0.8586762075134169,15.077969510966692,2.833213344056216,12.305385033078775,1,5,2
C00148,2024-05-25,6,5376900.0,896150.0,9,2023-01-04,5,Indonesia,Premium,220,507,0.3550295857988166,15.49762274386855,1.9459101490553132,13.705864204543738,1,1,1
C00149,2024-11-21,10,8818200.0,881820.0,25,2023-04-23,6,Indonesia,Regular,40,578,0.5190311418685122,15.992328438924652,2.3978952727983707,13.689744366546423,0,1,2
C00150,2024-12-04,14,16194100.0,1156721.4285714286,28,2023-06-13,5,Singapore,Premium,27,540,0.7777777777777778,16.600157598086604,2.70805020110221,13.961101071232473,0,5,1
C00151,2024-09-22,17,4936000.0,290352.9411764706,36,2023-02-06,6,Indonesia,Regular,100,594,0.8585858585858586,15.412066047160533,2.8903717578961645,12.578855944589492,1,1,2
C00152,2024-10-23,10,2046500.0,204650.0,15,2023-03-17,4,Indonesia,Regular,69,586,0.5119453924914675,14.531642063553615,2.3978952727983707,12.22906136830001,0,1,2
C00153,2024-12-08,16,2593000.0,162062.5,26,2023-03-10,5,Malaysia,Regular,23,639,0.7511737089201878,14.76832645017441,2.833213344056216,11.99574351272091,0,3,2
